artist_name,track_name,date,stream_count,track_url,track_position,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
meduza,piece of your heart,22/05/2019,1738756,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,31,1DFD5Fotzgn6yYXkYsKiGs,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4
paulo londra,tal vez,22/05/2019,1730228,https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0,32,46lvmzK8wxAy66tjzXXSh0,0.849,0.655,8,-2.899,1,0.106,0.266,0,0.0781,0.76,161.966,264483,4
dababy,suge,22/05/2019,1717264,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,33,2gwkD6igEhQbDQegRCcdoB,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320,4
pedro capó,calma - remix,22/05/2019,1701277,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,34,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4
marshmello,happier,22/05/2019,1694585,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,35,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4
bts,boy with luv (feat. halsey),22/05/2019,1690849,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,36,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,11,-4.757,0,0.0965,0.0923,0,0.192,0.798,119.991,229773,4
nicky jam,te robaré,22/05/2019,1667693,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,37,6v0lAdFF4haL8xjBIUjtOw,0.673,0.752,2,-3.572,0,0.0561,0.241,4.51E-05,0.0813,0.797,175.997,201818,4
halsey,without me,22/05/2019,1664907,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,38,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661,4
sam smith,dancing with a stranger (with normani),22/05/2019,1662336,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,39,6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,171030,4
duncan laurence,arcade,22/05/2019,1632510,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD,40,1Xi84slp6FryDSCbzq4UCD,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,3
bazzi,paradise,22/05/2019,1613677,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,41,7njKgVl3AnLflRad38o7AG,0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061,169038,4
rosalía,con altura,22/05/2019,1577218,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,42,2qG5sZ7Si6sdK74qLxedYM,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4
ava max,so am i,22/05/2019,1554035,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,43,0uUNN1nSoUx1A4fkDCWDQ7,0.682,0.656,6,-4.67,1,0.0435,0.0737,0,0.353,0.607,130.089,183027,4
j. cole,middle child,22/05/2019,1511460,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,44,2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594,4
kygo,"carry on (from the original motion picture ""pokémon detective pikachu"")",22/05/2019,1504799,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny,45,3y3brCCecHC3Db18aIOnny,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,215316,4
blackpink,kill this love,22/05/2019,1489618,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,46,4pUCKHjJ4Ijewc37rRrvHn,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052,4
billie eilish,wish you were gay,22/05/2019,1483533,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,47,3Fj47GNK2kUF0uaEDgXLaD,0.853,0.351,7,-10.198,1,0.241,0.39,9.38E-06,0.752,0.282,118.028,221543,4
billie eilish,lovely (with khalid),22/05/2019,1483211,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,48,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186,4
lauv,i'm so tired...,22/05/2019,1454797,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,49,7COXchtUOMd6uIT6HvmRaI,0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,162583,4
"tyler, the creator",i think,22/05/2019,1447861,https://open.spotify.com/track/4f8Mh5wuWHOsfXtzjrJB3t,50,4f8Mh5wuWHOsfXtzjrJB3t,0.826,0.579,8,-8.241,0,0.0801,0.00881,0,0.129,0.431,121.075,212013,4
ed sheeran,i don't care (with justin bieber),21/05/2019,6561055,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,1,3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4
billie eilish,bad guy,21/05/2019,5690260,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
lil nas x,old town road (feat. billy ray cyrus) - remix,21/05/2019,4825859,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,3,6u7jPi22kF8CTQ3rb9DHE7,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4
shawn mendes,if i can't have you,21/05/2019,3535594,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,4,6LsAAHotRLMOHfCsSfYCsz,0.692,0.809,2,-4.198,1,0.0602,0.524,0,0.147,0.864,123.911,190800,4
sech,otro trago,21/05/2019,3195983,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,5,1Ej96GIBCTvgH7tNX1r3qr,0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4
"tyler, the creator",earfquake,21/05/2019,3002416,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,6,5hVghJ4KaYES3BFUATCYn0,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98E-06,0.795,0.413,79.635,190067,4
lil nas x,old town road,21/05/2019,2853336,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,7,53CJANUxooaqGOtdsBTh7O,0.908,0.517,1,-6.063,1,0.129,0.0361,1.73E-06,0.0949,0.471,136.019,113013,4
avicii,sos,21/05/2019,2805613,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,8,6nDKrPlXdpomGBgAlO7UdP,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202,4
lewis capaldi,someone you loved,21/05/2019,2761654,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,9,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4
post malone,sunflower - spider-man: into the spider-verse,21/05/2019,2691959,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,10,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4
lunay,soltera - remix,21/05/2019,2641913,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,11,1c0hsvHLELX6y8qymnpLKL,0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,266087,4
jonas brothers,sucker,21/05/2019,2571446,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,12,4y3OI86AEP6PQoDE6olYhO,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181040,4
taylor swift,me! (feat. brendon urie of panic! at the disco),21/05/2019,2519508,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,13,4MsUsFfWseB9M2plGJyuIw,0.614,0.839,0,-4.143,1,0.0702,0.0291,0,0.112,0.657,182.123,193040,4
daddy yankee,con calma,21/05/2019,2502057,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,14,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,193227,4
ariana grande,7 rings,21/05/2019,2332163,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,15,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,4
khalid,talk (feat. disclosure),21/05/2019,2306569,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,16,6TqXcAFInzjp0bODyvrWEq,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,197573,4
lady gaga,shallow,21/05/2019,2238212,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,17,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4
lizzo,truth hurts,21/05/2019,2126812,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,18,5qmq61DAAOUaW8AUo8xKhh,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,4
halsey,nightmare,21/05/2019,2120639,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc,19,340UVheS8z3ncW9TTUhAbc,0.611,0.622,9,-5.075,0,0.0734,0.0188,0,0.359,0.538,146.11,231999,4
logic,homicide (feat. eminem),21/05/2019,1946060,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd,20,2MuMD298IpYqKF367wegUd,0.694,0.759,10,-5.667,0,0.398,0.137,0,0.167,0.77,140.055,245387,4
mabel,don't call me up,21/05/2019,1944008,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,21,5WHTFyqSii0lmT9R21abT8,0.674,0.881,9,-2.853,1,0.147,0.296,3.01E-06,0.0793,0.234,98.994,178480,4
post malone,wow.,21/05/2019,1914191,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,22,6MWtB6iiXyIwun0YzU6DFP,0.833,0.539,11,-7.399,0,0.178,0.163,2.10E-06,0.101,0.385,99.947,149520,4
billie eilish,bury a friend,21/05/2019,1873058,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,23,4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4
maluma,hp,21/05/2019,1870547,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,24,1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14E-06,0.188,0.618,91.98,184436,4
duncan laurence,arcade,21/05/2019,1841744,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD,25,1Xi84slp6FryDSCbzq4UCD,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,3
martin garrix,summer days (feat. macklemore & patrick stump of fall out boy),21/05/2019,1778595,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,26,7Feaw9WAEREY0DUOSXJLOM,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23E-05,0.14,0.316,113.778,163805,4
marshmello,here with me,21/05/2019,1768988,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,27,5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156347,4
billie eilish,when the party's over,21/05/2019,1767595,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,28,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97E-05,0.0897,0.198,82.642,196077,4
ava max,sweet but psycho,21/05/2019,1731309,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,29,25sgk305KZfyuqVBQIahim,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4
dalex,pa mí - remix,21/05/2019,1709159,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,30,7g8YaUQABMal0zWe7a2ijz,0.688,0.62,11,-8.029,0,0.22,0.753,5.27E-06,0.158,0.727,170.018,360960,4
meduza,piece of your heart,21/05/2019,1708055,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,31,1DFD5Fotzgn6yYXkYsKiGs,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4
bts,boy with luv (feat. halsey),21/05/2019,1685204,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,32,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,11,-4.757,0,0.0965,0.0923,0,0.192,0.798,119.991,229773,4
paulo londra,tal vez,21/05/2019,1683607,https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0,33,46lvmzK8wxAy66tjzXXSh0,0.849,0.655,8,-2.899,1,0.106,0.266,0,0.0781,0.76,161.966,264483,4
dababy,suge,21/05/2019,1672277,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,34,2gwkD6igEhQbDQegRCcdoB,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320,4
marshmello,happier,21/05/2019,1662972,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,35,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4
dj luian,verte ir,21/05/2019,1660272,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,36,4lzxJ4jCuFDXXGkE1LmpKR,0.857,0.647,11,-4.152,0,0.0984,0.391,1.20E-06,0.0842,0.553,95.982,267500,4
halsey,without me,21/05/2019,1653549,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,37,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661,4
pedro capó,calma - remix,21/05/2019,1651136,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,38,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4
sam smith,dancing with a stranger (with normani),21/05/2019,1607079,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,39,6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,171030,4
nicky jam,te robaré,21/05/2019,1599705,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,40,6v0lAdFF4haL8xjBIUjtOw,0.673,0.752,2,-3.572,0,0.0561,0.241,4.51E-05,0.0813,0.797,175.997,201818,4
bazzi,paradise,21/05/2019,1583549,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,41,7njKgVl3AnLflRad38o7AG,0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061,169038,4
"tyler, the creator",i think,21/05/2019,1578175,https://open.spotify.com/track/4f8Mh5wuWHOsfXtzjrJB3t,42,4f8Mh5wuWHOsfXtzjrJB3t,0.826,0.579,8,-8.241,0,0.0801,0.00881,0,0.129,0.431,121.075,212013,4
mahmood,soldi,21/05/2019,1550099,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3,43,4szQkW1CDHqbRZGltXJdd3,0.729,0.589,3,-9.871,0,0.0483,0.0361,0,0.305,0.349,95.065,195133,4
ava max,so am i,21/05/2019,1528049,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,44,0uUNN1nSoUx1A4fkDCWDQ7,0.682,0.656,6,-4.67,1,0.0435,0.0737,0,0.353,0.607,130.089,183027,4
rosalía,con altura,21/05/2019,1528030,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,45,2qG5sZ7Si6sdK74qLxedYM,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4
blackpink,kill this love,21/05/2019,1490458,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,46,4pUCKHjJ4Ijewc37rRrvHn,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052,4
j. cole,middle child,21/05/2019,1482416,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,47,2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594,4
billie eilish,wish you were gay,21/05/2019,1482190,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,48,3Fj47GNK2kUF0uaEDgXLaD,0.853,0.351,7,-10.198,1,0.241,0.39,9.38E-06,0.752,0.282,118.028,221543,4
kygo,"carry on (from the original motion picture ""pokémon detective pikachu"")",21/05/2019,1464076,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny,49,3y3brCCecHC3Db18aIOnny,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,215316,4
billie eilish,lovely (with khalid),21/05/2019,1461022,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,50,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186,4
ed sheeran,i don't care (with justin bieber),20/05/2019,6441517,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,1,3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4
billie eilish,bad guy,20/05/2019,5521113,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
lil nas x,old town road (feat. billy ray cyrus) - remix,20/05/2019,4678597,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,3,6u7jPi22kF8CTQ3rb9DHE7,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4
shawn mendes,if i can't have you,20/05/2019,3422765,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,4,6LsAAHotRLMOHfCsSfYCsz,0.692,0.809,2,-4.198,1,0.0602,0.524,0,0.147,0.864,123.911,190800,4
"tyler, the creator",earfquake,20/05/2019,3107665,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,5,5hVghJ4KaYES3BFUATCYn0,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98E-06,0.795,0.413,79.635,190067,4
sech,otro trago,20/05/2019,3099792,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,6,1Ej96GIBCTvgH7tNX1r3qr,0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4
lil nas x,old town road,20/05/2019,2843117,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,7,53CJANUxooaqGOtdsBTh7O,0.908,0.517,1,-6.063,1,0.129,0.0361,1.73E-06,0.0949,0.471,136.019,113013,4
avicii,sos,20/05/2019,2795839,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,8,6nDKrPlXdpomGBgAlO7UdP,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202,4
lewis capaldi,someone you loved,20/05/2019,2706640,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,9,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4
post malone,sunflower - spider-man: into the spider-verse,20/05/2019,2624147,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,10,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4
lunay,soltera - remix,20/05/2019,2587388,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,11,1c0hsvHLELX6y8qymnpLKL,0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,266087,4
taylor swift,me! (feat. brendon urie of panic! at the disco),20/05/2019,2580804,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,12,4MsUsFfWseB9M2plGJyuIw,0.614,0.839,0,-4.143,1,0.0702,0.0291,0,0.112,0.657,182.123,193040,4
jonas brothers,sucker,20/05/2019,2474194,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,13,4y3OI86AEP6PQoDE6olYhO,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181040,4
daddy yankee,con calma,20/05/2019,2447851,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,14,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,193227,4
khalid,talk (feat. disclosure),20/05/2019,2296197,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,15,6TqXcAFInzjp0bODyvrWEq,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,197573,4
ariana grande,7 rings,20/05/2019,2263821,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,16,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,4
lady gaga,shallow,20/05/2019,2191603,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,17,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4
halsey,nightmare,20/05/2019,2115496,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc,18,340UVheS8z3ncW9TTUhAbc,0.611,0.622,9,-5.075,0,0.0734,0.0188,0,0.359,0.538,146.11,231999,4
duncan laurence,arcade,20/05/2019,2087783,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD,19,1Xi84slp6FryDSCbzq4UCD,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,3
lizzo,truth hurts,20/05/2019,2061473,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,20,5qmq61DAAOUaW8AUo8xKhh,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,4
logic,homicide (feat. eminem),20/05/2019,1990103,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd,21,2MuMD298IpYqKF367wegUd,0.694,0.759,10,-5.667,0,0.398,0.137,0,0.167,0.77,140.055,245387,4
mabel,don't call me up,20/05/2019,1891277,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,22,5WHTFyqSii0lmT9R21abT8,0.674,0.881,9,-2.853,1,0.147,0.296,3.01E-06,0.0793,0.234,98.994,178480,4
post malone,wow.,20/05/2019,1843306,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,23,6MWtB6iiXyIwun0YzU6DFP,0.833,0.539,11,-7.399,0,0.178,0.163,2.10E-06,0.101,0.385,99.947,149520,4
billie eilish,bury a friend,20/05/2019,1829172,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,24,4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4
maluma,hp,20/05/2019,1797001,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,25,1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14E-06,0.188,0.618,91.98,184436,4
"tyler, the creator",i think,20/05/2019,1782685,https://open.spotify.com/track/4f8Mh5wuWHOsfXtzjrJB3t,26,4f8Mh5wuWHOsfXtzjrJB3t,0.826,0.579,8,-8.241,0,0.0801,0.00881,0,0.129,0.431,121.075,212013,4
marshmello,here with me,20/05/2019,1736167,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,27,5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156347,4
billie eilish,when the party's over,20/05/2019,1727922,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,28,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97E-05,0.0897,0.198,82.642,196077,4
bts,boy with luv (feat. halsey),20/05/2019,1693371,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,29,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,11,-4.757,0,0.0965,0.0923,0,0.192,0.798,119.991,229773,4
ava max,sweet but psycho,20/05/2019,1667581,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,30,25sgk305KZfyuqVBQIahim,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4
dalex,pa mí - remix,20/05/2019,1658049,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,31,7g8YaUQABMal0zWe7a2ijz,0.688,0.62,11,-8.029,0,0.22,0.753,5.27E-06,0.158,0.727,170.018,360960,4
martin garrix,summer days (feat. macklemore & patrick stump of fall out boy),20/05/2019,1648944,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,32,7Feaw9WAEREY0DUOSXJLOM,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23E-05,0.14,0.316,113.778,163805,4
paulo londra,tal vez,20/05/2019,1644611,https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0,33,46lvmzK8wxAy66tjzXXSh0,0.849,0.655,8,-2.899,1,0.106,0.266,0,0.0781,0.76,161.966,264483,4
dj luian,verte ir,20/05/2019,1620994,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,34,4lzxJ4jCuFDXXGkE1LmpKR,0.857,0.647,11,-4.152,0,0.0984,0.391,1.20E-06,0.0842,0.553,95.982,267500,4
halsey,without me,20/05/2019,1618434,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,35,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661,4
meduza,piece of your heart,20/05/2019,1616532,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,36,1DFD5Fotzgn6yYXkYsKiGs,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4
mahmood,soldi,20/05/2019,1613532,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3,37,4szQkW1CDHqbRZGltXJdd3,0.729,0.589,3,-9.871,0,0.0483,0.0361,0,0.305,0.349,95.065,195133,4
marshmello,happier,20/05/2019,1606822,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,38,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4
